EPOCH_TIME                ALARM_STATUS              INST_STATUS               GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   
1300000108.000            0                         963                       3.6999310858e+01          -1.2000207613e+02         2.0000000000e+00          
1300000109.000            0                         963                       3.6999378000e+01          -1.2000210883e+02         2.0000000000e+00          
1300000110.000            0                         963                       3.6999446136e+01          -1.2000213815e+02         2.0000000000e+00          
1300000111.000            0                         963                       3.6999515158e+01          -1.2000216406e+02         2.0000000000e+00          
1300000112.000            0                         963                       3.6999584956e+01          -1.2000218650e+02         2.0000000000e+00          
1300000113.000            0                         963                       3.6999655419e+01          -1.2000220544e+02         2.0000000000e+00          
1300000114.000            0                         963                       3.6999726432e+01          -1.2000222086e+02         2.0000000000e+00          
1300000115.000            0                         963                       3.6999797883e+01          -1.2000223272e+02         2.0000000000e+00          
1300000116.000            0                         963                       3.6999869657e+01          -1.2000224101e+02         2.0000000000e+00          
1300000117.000            0                         963                       3.6999941640e+01          -1.2000224572e+02         2.0000000000e+00          
1300000118.000            0                         963                       3.7000013716e+01          -1.2000224683e+02         2.0000000000e+00          
1300000119.000            0                         963                       3.7000085770e+01          -1.2000224435e+02         2.0000000000e+00          
1300000120.000            0                         963                       3.7000157687e+01          -1.2000223828e+02         2.0000000000e+00          
1300000121.000            0                         963                       3.7000229352e+01          -1.2000222863e+02         2.0000000000e+00          
1300000122.000            0                         963                       3.7000300650e+01          -1.2000221541e+02         2.0000000000e+00          
1300000123.000            0                         963                       3.7000371467e+01          -1.2000219865e+02         2.0000000000e+00          
1300000124.000            0                         963                       3.7000441690e+01          -1.2000217837e+02         2.0000000000e+00          
1300000125.000            0                         963                       3.7000511206e+01          -1.2000215460e+02         2.0000000000e+00          
1300000126.000            0                         963                       3.7000579904e+01          -1.2000212739e+02         2.0000000000e+00          
1300000127.000            0                         963                       3.7000647674e+01          -1.2000209678e+02         2.0000000000e+00          
1300000128.000            0                         963                       3.7000714409e+01          -1.2000206281e+02         2.0000000000e+00          
1300000129.000            0                         963                       3.7000780000e+01          -1.2000202554e+02         2.0000000000e+00          
1300000130.000            0                         963                       3.7000844344e+01          -1.2000198503e+02         2.0000000000e+00          
1300000131.000            0                         963                       3.7000907336e+01          -1.2000194135e+02         2.0000000000e+00          
1300000132.000            0                         963                       3.7000968878e+01          -1.2000189456e+02         2.0000000000e+00          
1300000133.000            0                         963                       3.7001028869e+01          -1.2000184473e+02         2.0000000000e+00          
1300000134.000            0                         963                       3.7001087214e+01          -1.2000179196e+02         2.0000000000e+00          
1300000135.000            0                         963                       3.7001143820e+01          -1.2000173632e+02         2.0000000000e+00          
1300000136.000            0                         963                       3.7001198596e+01          -1.2000167790e+02         2.0000000000e+00          
1300000137.000            0                         963                       3.7001251455e+01          -1.2000161680e+02         2.0000000000e+00          
1300000138.000            0                         963                       3.7001302312e+01          -1.2000155311e+02         2.0000000000e+00          
1300000139.000            0                         963                       3.7001351085e+01          -1.2000148694e+02         2.0000000000e+00          
1300000140.000            0                         963                       3.7001397696e+01          -1.2000141839e+02         2.0000000000e+00          
1300000141.000            0                         963                       3.7001442072e+01          -1.2000134757e+02         2.0000000000e+00          
1300000142.000            0                         963                       3.7001484141e+01          -1.2000127459e+02         2.0000000000e+00          
1300000143.000            0                         963                       3.7001523835e+01          -1.2000119958e+02         2.0000000000e+00          
1300000144.000            0                         963                       3.7001561092e+01          -1.2000112264e+02         2.0000000000e+00          
1300000145.000            0                         963                       3.7001595851e+01          -1.2000104391e+02         2.0000000000e+00          
1300000146.000            0                         963                       3.7001628057e+01          -1.2000096351e+02         2.0000000000e+00          
1300000147.000            0                         963                       3.7001657658e+01          -1.2000088157e+02         2.0000000000e+00          
1300000148.000            0                         963                       3.7001684608e+01          -1.2000079822e+02         2.0000000000e+00          
1300000149.000            0                         963                       3.7001708863e+01          -1.2000071359e+02         2.0000000000e+00          
1300000150.000            0                         963                       3.7001730384e+01          -1.2000062782e+02         2.0000000000e+00          
1300000151.000            0                         963                       3.7001749136e+01          -1.2000054104e+02         2.0000000000e+00          
1300000152.000            0                         963                       3.7001765091e+01          -1.2000045340e+02         2.0000000000e+00          
1300000153.000            0                         963                       3.7001778221e+01          -1.2000036504e+02         2.0000000000e+00          
1300000154.000            0                         963                       3.7001788507e+01          -1.2000027609e+02         2.0000000000e+00          
1300000155.000            0                         963                       3.7001795932e+01          -1.2000018669e+02         2.0000000000e+00          
1300000156.000            0                         963                       3.7001800483e+01          -1.2000009700e+02         2.0000000000e+00          
1300000157.000            0                         963                       3.7001802154e+01          -1.2000000716e+02         2.0000000000e+00          
