EPOCH_TIME                ALARM_STATUS              INST_STATUS               GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   
1300000132.000            0                         963                       3.7000388050e+01          -1.1999982541e+02         2.0000000000e+00          
1300000133.000            0                         963                       3.7000340620e+01          -1.1999970659e+02         2.0000000000e+00          
1300000134.000            0                         963                       3.7000270267e+01          -1.1999960658e+02         2.0000000000e+00          
1300000135.000            0                         963                       3.7000181583e+01          -1.1999953209e+02         2.0000000000e+00          
1300000136.000            0                         963                       3.7000080379e+01          -1.1999948812e+02         2.0000000000e+00          
1300000137.000            0                         963                       3.6999973297e+01          -1.1999947767e+02         2.0000000000e+00          
1300000138.000            0                         963                       3.6999867372e+01          -1.1999950155e+02         2.0000000000e+00          
1300000139.000            0                         963                       3.6999769566e+01          -1.1999955829e+02         2.0000000000e+00          
1300000140.000            0                         963                       3.6999686315e+01          -1.1999964426e+02         2.0000000000e+00          
1300000141.000            0                         963                       3.6999623104e+01          -1.1999975395e+02         2.0000000000e+00          
1300000142.000            0                         963                       3.6999584116e+01          -1.1999988026e+02         2.0000000000e+00          
1300000143.000            0                         963                       3.6999571959e+01          -1.2000001504e+02         2.0000000000e+00          
1300000144.000            0                         963                       3.6999587499e+01          -1.2000014954e+02         2.0000000000e+00          
1300000145.000            0                         963                       3.6999629809e+01          -1.2000027508e+02         2.0000000000e+00          
1300000146.000            0                         963                       3.6999696232e+01          -1.2000038351e+02         2.0000000000e+00          
1300000147.000            0                         963                       3.6999782555e+01          -1.2000046780e+02         2.0000000000e+00          
1300000148.000            0                         963                       3.6999883284e+01          -1.2000052247e+02         2.0000000000e+00          
1300000149.000            0                         963                       3.6999991999e+01          -1.2000054393e+02         2.0000000000e+00          
1300000150.000            0                         963                       3.7000101766e+01          -1.2000053072e+02         2.0000000000e+00          
1300000151.000            0                         963                       3.7000205583e+01          -1.2000048359e+02         2.0000000000e+00          
1300000152.000            0                         963                       3.7000296824e+01          -1.2000040546e+02         2.0000000000e+00          
1300000153.000            0                         963                       3.7000369660e+01          -1.2000030121e+02         2.0000000000e+00          
1300000154.000            0                         963                       3.7000419430e+01          -1.2000017739e+02         2.0000000000e+00          
1300000155.000            0                         963                       3.7000442930e+01          -1.2000004176e+02         2.0000000000e+00          
1300000156.000            0                         963                       3.7000438614e+01          -1.1999990287e+02         2.0000000000e+00          
1300000157.000            0                         963                       3.7000406685e+01          -1.1999976944e+02         2.0000000000e+00          
1300000158.000            0                         963                       3.7000349084e+01          -1.1999964987e+02         2.0000000000e+00          
1300000159.000            0                         963                       3.7000269360e+01          -1.1999955167e+02         2.0000000000e+00          
1300000160.000            0                         963                       3.7000172445e+01          -1.1999948105e+02         2.0000000000e+00          
1300000161.000            0                         963                       3.7000064347e+01          -1.1999944246e+02         2.0000000000e+00          
1300000162.000            0                         963                       3.6999951766e+01          -1.1999943838e+02         2.0000000000e+00          
1300000163.000            0                         963                       3.6999841683e+01          -1.1999946914e+02         2.0000000000e+00          
1300000164.000            0                         963                       3.6999740926e+01          -1.1999953291e+02         2.0000000000e+00          
1300000165.000            0                         963                       3.6999655742e+01          -1.1999962582e+02         2.0000000000e+00          
1300000166.000            0                         963                       3.6999591420e+01          -1.1999974219e+02         2.0000000000e+00          
1300000167.000            0                         963                       3.6999551961e+01          -1.1999987492e+02         2.0000000000e+00          
1300000168.000            0                         963                       3.6999539841e+01          -1.2000001588e+02         2.0000000000e+00          
1300000169.000            0                         963                       3.6999555858e+01          -1.2000015646e+02         2.0000000000e+00          
1300000170.000            0                         963                       3.6999599089e+01          -1.2000028805e+02         2.0000000000e+00          
1300000171.000            0                         963                       3.6999666949e+01          -1.2000040261e+02         2.0000000000e+00          
1300000172.000            0                         963                       3.6999755354e+01          -1.2000049314e+02         2.0000000000e+00          
1300000173.000            0                         963                       3.6999858973e+01          -1.2000055407e+02         2.0000000000e+00          
1300000174.000            0                         963                       3.6999971551e+01          -1.2000058167e+02         2.0000000000e+00          
1300000175.000            0                         963                       3.7000086294e+01          -1.2000057420e+02         2.0000000000e+00          
1300000176.000            0                         963                       3.7000196278e+01          -1.2000053205e+02         2.0000000000e+00          
1300000177.000            0                         963                       3.7000294867e+01          -1.2000045769e+02         2.0000000000e+00          
1300000178.000            0                         963                       3.7000376114e+01          -1.2000035553e+02         2.0000000000e+00          
1300000179.000            0                         963                       3.7000435112e+01          -1.2000023167e+02         2.0000000000e+00          
1300000180.000            0                         963                       3.7000468291e+01          -1.2000009347e+02         2.0000000000e+00          
1300000181.000            0                         963                       3.7000473622e+01          -1.1999994917e+02         2.0000000000e+00          
1300000182.000            0                         963                       3.7000450742e+01          -1.1999980736e+02         2.0000000000e+00          
1300000183.000            0                         963                       3.7000400964e+01          -1.1999967649e+02         2.0000000000e+00          
1300000184.000            0                         963                       3.7000327200e+01          -1.1999956435e+02         2.0000000000e+00          
1300000185.000            0                         963                       3.7000233783e+01          -1.1999947762e+02         2.0000000000e+00          
1300000186.000            0                         963                       3.7000126208e+01          -1.1999942146e+02         2.0000000000e+00          
1300000187.000            0                         963                       3.7000010803e+01          -1.1999939924e+02         2.0000000000e+00          
1300000188.000            0                         963                       3.6999894353e+01          -1.1999941232e+02         2.0000000000e+00          
1300000189.000            0                         963                       3.6999783706e+01          -1.1999945999e+02         2.0000000000e+00          
1300000190.000            0                         963                       3.6999685362e+01          -1.1999953950e+02         2.0000000000e+00          
1300000191.000            0                         963                       3.6999605100e+01          -1.1999964625e+02         2.0000000000e+00          
1300000192.000            0                         963                       3.6999547638e+01          -1.1999977403e+02         2.0000000000e+00          
1300000193.000            0                         963                       3.6999516362e+01          -1.1999991542e+02         2.0000000000e+00          
1300000194.000            0                         963                       3.6999513130e+01          -1.2000006221e+02         2.0000000000e+00          
1300000195.000            0                         963                       3.6999538171e+01          -1.2000020588e+02         2.0000000000e+00          
1300000196.000            0                         963                       3.6999590072e+01          -1.2000033808e+02         2.0000000000e+00          
1300000197.000            0                         963                       3.6999665864e+01          -1.2000045115e+02         2.0000000000e+00          
1300000198.000            0                         963                       3.6999761203e+01          -1.2000053854e+02         2.0000000000e+00          
1300000199.000            0                         963                       3.6999870615e+01          -1.2000059516e+02         2.0000000000e+00          
1300000200.000            0                         963                       3.6999987823e+01          -1.2000061771e+02         2.0000000000e+00          
1300000201.000            0                         963                       3.7000106102e+01          -1.2000060486e+02         2.0000000000e+00          
1300000202.000            0                         963                       3.7000218672e+01          -1.2000055730e+02         2.0000000000e+00          
1300000203.000            0                         963                       3.7000319082e+01          -1.2000047770e+02         2.0000000000e+00          
1300000204.000            0                         963                       3.7000401581e+01          -1.2000037057e+02         2.0000000000e+00          
1300000205.000            0                         963                       3.7000461442e+01          -1.2000024199e+02         2.0000000000e+00          
1300000206.000            0                         963                       3.7000495230e+01          -1.2000009925e+02         2.0000000000e+00          
1300000207.000            0                         963                       3.7000500994e+01          -1.1999995044e+02         2.0000000000e+00          
1300000208.000            0                         963                       3.7000478374e+01          -1.1999980399e+02         2.0000000000e+00          
1300000209.000            0                         963                       3.7000428616e+01          -1.1999966819e+02         2.0000000000e+00          
1300000210.000            0                         963                       3.7000354501e+01          -1.1999955074e+02         2.0000000000e+00          
1300000211.000            0                         963                       3.7000260180e+01          -1.1999945827e+02         2.0000000000e+00          
1300000212.000            0                         963                       3.7000150941e+01          -1.1999939602e+02         2.0000000000e+00          
1300000213.000            0                         963                       3.7000032906e+01          -1.1999936752e+02         2.0000000000e+00          
1300000214.000            0                         963                       3.6999912687e+01          -1.1999937441e+02         2.0000000000e+00          
1300000215.000            0                         963                       3.6999797013e+01          -1.1999941634e+02         2.0000000000e+00          
1300000216.000            0                         963                       3.6999692354e+01          -1.1999949100e+02         2.0000000000e+00          
1300000217.000            0                         963                       3.6999604563e+01          -1.1999959427e+02         2.0000000000e+00          
1300000218.000            0                         963                       3.6999538547e+01          -1.1999972041e+02         2.0000000000e+00          
1300000219.000            0                         963                       3.6999497998e+01          -1.1999986245e+02         2.0000000000e+00          
1300000220.000            0                         963                       3.6999485194e+01          -1.2000001251e+02         2.0000000000e+00          
1300000221.000            0                         963                       3.6999500871e+01          -1.2000016228e+02         2.0000000000e+00          
1300000222.000            0                         963                       3.6999544192e+01          -1.2000030349e+02         2.0000000000e+00          
1300000223.000            0                         963                       3.6999612790e+01          -1.2000042832e+02         2.0000000000e+00          
1300000224.000            0                         963                       3.6999702908e+01          -1.2000052988e+02         2.0000000000e+00          
1300000225.000            0                         963                       3.6999809609e+01          -1.2000060256e+02         2.0000000000e+00          
1300000226.000            0                         963                       3.6999927047e+01          -1.2000064234e+02         2.0000000000e+00          
1300000227.000            0                         963                       3.7000048790e+01          -1.2000064701e+02         2.0000000000e+00          
1300000228.000            0                         963                       3.7000168179e+01          -1.2000061628e+02         2.0000000000e+00          
1300000229.000            0                         963                       3.7000278684e+01          -1.2000055179e+02         2.0000000000e+00          
1300000230.000            0                         963                       3.7000374270e+01          -1.2000045704e+02         2.0000000000e+00          
1300000231.000            0                         963                       3.7000449716e+01          -1.2000033716e+02         2.0000000000e+00          
1300000232.000            0                         963                       3.7000500903e+01          -1.2000019864e+02         2.0000000000e+00          
1300000233.000            0                         963                       3.7000525029e+01          -1.2000004900e+02         2.0000000000e+00          
1300000234.000            0                         963                       3.7000520765e+01          -1.1999989634e+02         2.0000000000e+00          
1300000235.000            0                         963                       3.7000488319e+01          -1.1999974890e+02         2.0000000000e+00          
1300000236.000            0                         963                       3.7000429419e+01          -1.1999961467e+02         2.0000000000e+00          
1300000237.000            0                         963                       3.7000347221e+01          -1.1999950088e+02         2.0000000000e+00          
1300000238.000            0                         963                       3.7000246133e+01          -1.1999941370e+02         2.0000000000e+00          
1300000239.000            0                         963                       3.7000131574e+01          -1.1999935781e+02         2.0000000000e+00          
1300000240.000            0                         963                       3.7000009682e+01          -1.1999933625e+02         2.0000000000e+00          
1300000241.000            0                         963                       3.6999886984e+01          -1.1999935020e+02         2.0000000000e+00          
1300000242.000            0                         963                       3.6999770042e+01          -1.1999939894e+02         2.0000000000e+00          
1300000243.000            0                         963                       3.6999665109e+01          -1.1999947989e+02         2.0000000000e+00          
1300000244.000            0                         963                       3.6999577788e+01          -1.1999958876e+02         2.0000000000e+00          
1300000245.000            0                         963                       3.6999512742e+01          -1.1999971977e+02         2.0000000000e+00          
1300000246.000            0                         963                       3.6999473445e+01          -1.1999986597e+02         2.0000000000e+00          
1300000247.000            0                         963                       3.6999462000e+01          -1.2000001962e+02         2.0000000000e+00          
1300000248.000            0                         963                       3.6999479034e+01          -1.2000017257e+02         2.0000000000e+00          
1300000249.000            0                         963                       3.6999523664e+01          -1.2000031674e+02         2.0000000000e+00          
1300000250.000            0                         963                       3.6999593552e+01          -1.2000044449e+02         2.0000000000e+00          
1300000251.000            0                         963                       3.6999685028e+01          -1.2000054909e+02         2.0000000000e+00          
1300000252.000            0                         963                       3.6999793289e+01          -1.2000062501e+02         2.0000000000e+00          
1300000253.000            0                         963                       3.6999912653e+01          -1.2000066823e+02         2.0000000000e+00          
1300000254.000            0                         963                       3.7000036860e+01          -1.2000067647e+02         2.0000000000e+00          
1300000255.000            0                         963                       3.7000159402e+01          -1.2000064927e+02         2.0000000000e+00          
1300000256.000            0                         963                       3.7000273864e+01          -1.2000058804e+02         2.0000000000e+00          
1300000257.000            0                         963                       3.7000374258e+01          -1.2000049595e+02         2.0000000000e+00          
1300000258.000            0                         963                       3.7000455337e+01          -1.2000037779e+02         2.0000000000e+00          
1300000259.000            0                         963                       3.7000512865e+01          -1.2000023970e+02         2.0000000000e+00          
1300000260.000            0                         963                       3.7000543834e+01          -1.2000008886e+02         2.0000000000e+00          
1300000261.000            0                         963                       3.7000546621e+01          -1.1999993309e+02         2.0000000000e+00          
1300000262.000            0                         963                       3.7000521065e+01          -1.1999978047e+02         2.0000000000e+00          
1300000263.000            0                         963                       3.7000468473e+01          -1.1999963891e+02         2.0000000000e+00          
1300000264.000            0                         963                       3.7000391550e+01          -1.1999951573e+02         2.0000000000e+00          
1300000265.000            0                         963                       3.7000294256e+01          -1.1999941731e+02         2.0000000000e+00          
1300000266.000            0                         963                       3.7000181596e+01          -1.1999934873e+02         2.0000000000e+00          
1300000267.000            0                         963                       3.7000059364e+01          -1.1999931355e+02         2.0000000000e+00          
1300000268.000            0                         963                       3.6999933839e+01          -1.1999931359e+02         2.0000000000e+00          
1300000269.000            0                         963                       3.6999811464e+01          -1.1999934886e+02         2.0000000000e+00          
1300000270.000            0                         963                       3.6999698514e+01          -1.1999941757e+02         2.0000000000e+00          
1300000271.000            0                         963                       3.6999600777e+01          -1.1999951623e+02         2.0000000000e+00          
1300000272.000            0                         963                       3.6999523256e+01          -1.1999963980e+02         2.0000000000e+00          
1300000273.000            0                         963                       3.6999469919e+01          -1.1999978200e+02         2.0000000000e+00          
1300000274.000            0                         963                       3.6999443495e+01          -1.1999993557e+02         2.0000000000e+00          
1300000275.000            0                         963                       3.6999445344e+01          -1.2000009271e+02         2.0000000000e+00          
1300000276.000            0                         963                       3.6999475383e+01          -1.2000024544e+02         2.0000000000e+00          
1300000277.000            0                         963                       3.6999532102e+01          -1.2000038600e+02         2.0000000000e+00          
1300000278.000            0                         963                       3.6999612637e+01          -1.2000050725e+02         2.0000000000e+00          
1300000279.000            0                         963                       3.6999712924e+01          -1.2000060306e+02         2.0000000000e+00          
1300000280.000            0                         963                       3.6999827902e+01          -1.2000066857e+02         2.0000000000e+00          
1300000281.000            0                         963                       3.6999951774e+01          -1.2000070046e+02         2.0000000000e+00          
1300000282.000            0                         963                       3.7000078300e+01          -1.2000069710e+02         2.0000000000e+00          
1300000283.000            0                         963                       3.7000201113e+01          -1.2000065866e+02         2.0000000000e+00          
1300000284.000            0                         963                       3.7000314038e+01          -1.2000058705e+02         2.0000000000e+00          
1300000285.000            0                         963                       3.7000411403e+01          -1.2000048584e+02         2.0000000000e+00          
1300000286.000            0                         963                       3.7000488320e+01          -1.2000036011e+02         2.0000000000e+00          
1300000287.000            0                         963                       3.7000540933e+01          -1.2000021614e+02         2.0000000000e+00          
1300000288.000            0                         963                       3.7000566599e+01          -1.2000006111e+02         2.0000000000e+00          
1300000289.000            0                         963                       3.7000564029e+01          -1.1999990276e+02         2.0000000000e+00          
1300000290.000            0                         963                       3.7000533339e+01          -1.1999974899e+02         2.0000000000e+00          
1300000291.000            0                         963                       3.7000476046e+01          -1.1999960745e+02         2.0000000000e+00          
1300000292.000            0                         963                       3.7000394990e+01          -1.1999948518e+02         2.0000000000e+00          
1300000293.000            0                         963                       3.7000294187e+01          -1.1999938827e+02         2.0000000000e+00          
1300000294.000            0                         963                       3.7000178628e+01          -1.1999932152e+02         2.0000000000e+00          
1300000295.000            0                         963                       3.7000054031e+01          -1.1999928826e+02         2.0000000000e+00          
1300000296.000            0                         963                       3.6999926555e+01          -1.1999929014e+02         2.0000000000e+00          
1300000297.000            0                         963                       3.6999802495e+01          -1.1999932707e+02         2.0000000000e+00          
1300000298.000            0                         963                       3.6999687973e+01          -1.1999939726e+02         2.0000000000e+00          
1300000299.000            0                         963                       3.6999588634e+01          -1.1999949725e+02         2.0000000000e+00          
1300000300.000            0                         963                       3.6999509368e+01          -1.1999962213e+02         2.0000000000e+00          
1300000301.000            0                         963                       3.6999454079e+01          -1.1999976578e+02         2.0000000000e+00          
1300000302.000            0                         963                       3.6999425486e+01          -1.1999992115e+02         2.0000000000e+00          
1300000303.000            0                         963                       3.6999424999e+01          -1.2000008063e+02         2.0000000000e+00          
1300000304.000            0                         963                       3.6999452650e+01          -1.2000023642e+02         2.0000000000e+00          
1300000305.000            0                         963                       3.6999507097e+01          -1.2000038090e+02         2.0000000000e+00          
1300000306.000            0                         963                       3.6999585689e+01          -1.2000050701e+02         2.0000000000e+00          
1300000307.000            0                         963                       3.6999684602e+01          -1.2000060861e+02         2.0000000000e+00          
